index, time, unrolled, speed, value, x, y
5_4_43,0.011718,19537,1.66726e+06,0.142857,3,1
3_3_23,2.3e-05,55,2.3913e+06,0.2,1,2
5_2_94,7e-06,9,1.28571e+06,0.333333,1,3
5_2_57,7e-06,10,1.42857e+06,0.333333,2,2
3_2_14,6e-06,7,1.16667e+06,0.333333,2,2
4_4_4,0.000847,1764,2.08264e+06,0.142857,3,1
3_3_62,3.7e-05,75,2.02703e+06,0.2,2,1
3_3_8,2.8e-05,61,2.17857e+06,0.2,1,2
3_2_71,6e-06,6,1e+06,0.333333,1,0
2_3_26,8e-06,18,2.25e+06,0.2,0,0
2_3_59,8e-06,18,2.25e+06,0.2,0,0
6_3_91,0.000192,283,1.47396e+06,0.2,1,2
5_4_22,0.016101,25008,1.5532e+06,0.142857,0,3
4_2_5,5e-06,7,1.4e+06,0.333333,3,3
5_4_98,0.016573,26748,1.61395e+06,0.142857,4,1
5_3_90,0.000116,199,1.71552e+06,0.2,0,2
3_5_41,0.001203,3268,2.71654e+06,0.111111,2,1
6_3_71,0.000211,303,1.43602e+06,0.2,5,1
3_2_38,6e-06,7,1.16667e+06,0.333333,2,2
3_3_57,2.7e-05,61,2.25926e+06,0.2,0,2
3_5_60,0.00121,3270,2.70248e+06,0.111111,2,1
3_3_19,2.7e-05,61,2.25926e+06,0.2,0,2
3_5_80,0.001203,3268,2.71654e+06,0.111111,2,1
4_2_26,6e-06,8,1.33333e+06,0.333333,2,2
3_2_68,7e-06,7,1e+06,0.333333,2,2
5_2_69,5e-06,8,1.6e+06,0.333333,3,3
3_2_22,6e-06,6,1e+06,0.333333,0,0
5_3_39,0.000134,215,1.60448e+06,0.2,3,1
5_4_77,0.014786,23637,1.59861e+06,0.142857,4,1
3_2_57,6e-06,7,1.16667e+06,0.333333,2,2
2_2_32,2e-06,3,1.5e+06,0.333333,1,0
2_2_28,3e-06,5,1.66667e+06,0.333333,0,0
4_2_10,6e-06,8,1.33333e+06,0.333333,0,3
3_3_51,3e-05,61,2.03333e+06,0.2,1,2
5_4_97,0.01598,22477,1.40657e+06,0.142857,4,1
4_2_42,9e-06,9,1e+06,0.333333,1,2
3_3_61,3.7e-05,61,1.64865e+06,0.2,0,2
3_4_29,0.000147,218,1.48299e+06,0.142857,2,2
3_4_71,0.00024,450,1.875e+06,0.142857,2,1
4_5_91,0.034095,47695,1.39889e+06,0.111111,1,1
4_2_37,9e-06,8,888889,0.333333,3,2
5_2_19,1.1e-05,9,818182,0.333333,1,3
3_4_7,0.000319,449,1.40752e+06,0.142857,2,1
4_2_84,1e-05,9,900000,0.333333,3,2
5_4_65,0.02458,25008,1.01741e+06,0.142857,4,2
6_3_97,0.00025,275,1.1e+06,0.2,4,2
3_2_48,6e-06,4,666667,0.333333,0,0
3_5_94,0.001736,3295,1.89804e+06,0.111111,2,1
6_2_72,1.4e-05,12,857143,0.333333,3,2
4_5_85,0.029375,47739,1.62516e+06,0.111111,1,1
5_4_88,0.003718,5613,1.50968e+06,0.142857,0,2
4_3_89,6.5e-05,120,1.84615e+06,0.2,3,2
6_2_92,1.1e-05,12,1.09091e+06,0.333333,1,2
5_2_31,8e-06,10,1.25e+06,0.333333,0,3
3_2_63,7e-06,7,1e+06,0.333333,2,2
5_3_77,0.000138,203,1.47101e+06,0.2,0,2
6_3_54,0.000226,297,1.31416e+06,0.2,0,3
5_4_42,0.005248,7965,1.51772e+06,0.142857,3,1
4_4_96,0.000664,1322,1.99096e+06,0.142857,1,2
